store_name,company,revenue_monthly,amazon_start,phone,directors,email,province,category,subcategory,seller_url,mercantile_registry,business_address,follow_up,action_label,status,import_email
Bemay Online Spain,Bemay Online Spain S.L.,98214.25,,+34672587822,FUENTES ALBALADEJO SEBASTIAN (Socio único),bemayspain@gmail.com,ESPAÑA,Jardín,Piscinas desmontables,https://www.amazon.es/sp?seller=AJFHX117IUPH4,B19934645,"Calle Hernan Cortes 11, Escalera 1 Bajo, Santa Pola, España, 03130, ES",,,pendiente,alejandro@libertyseller.com
PUNTO BY ZE,Republic of Game SL,93811.52,,+34667933306,I-DIRECTO MAYORISTA SL (Socio único); DURAN CENTELLAS ANTONIO FRANCISCO (Administrador solidario); VAL GIMENO SERGIO JOSE (Administrador solidario),inforepublicofgame@gmail.com,ZARAGOZA,Informática,Tarjetas gráficas,https://www.amazon.es/sp?seller=A1U5L00GY88AK0,B99495335,"C/ ROSALIA DE CASTRO 9 - LOCAL, 9 - LOCAL, ZARAGOZA, ARAGON, 50018, ES",,,pendiente,alejandro@libertyseller.com
ACTECOM,WHW TRADE S.R.L.,92036.44,,+40376300706,,info@whwtrade.com,SEVILLA,Electrónica,Discos duros sólidos externos,https://www.amazon.es/sp?seller=A2R44V09DB41S8,J2024045381003,"Str. Ploiesti 9, 9, Cluj Napoca, Cluj, 400157, RO",,,pendiente,alejandro@libertyseller.com
GBFACTORY,"GLOBAL BRANDS FACTORY, SOCIEDAD LIMITADA",90202.28,,+34 663 60 61 65,CASTEJON ZAFRA RAMON. (Apoderado); VALDEPEÑAS OCTAVIO CRISTOBAL JESUS. (Administrador único); CASTEJONQUESADA SANDRA. (Administrador único),info@globalbrandsfactory.com,ESPAÑA,Hogar y cocina,Tarjetas de felicitación,https://www.amazon.es/sp?seller=A3LWH28IRULHHK,B56185598,"CALLE SANDOVAL 22, ALCAZAR DE SAN JUAN, ESPAÑA, 13600, ES",,,pendiente,alejandro@libertyseller.com
T-ORMU,Ormu Descanso S.L.U,89231.87,,+34675134383,JAIME ORTUÑO MUÑOZ (Socio único),tiendaormu@gmail.com,MURCIA,Hogar y cocina,Colchones para cama,https://www.amazon.es/sp?seller=ASS1A5P4GKFTU,B16435836,"C/rambla, 48 2B, Yecla, Murcia, 30510, ES",,,pendiente,alejandro@libertyseller.com
adidas Espana S.A.U.,adidas Espana S.A.U.,87516.64,,+31639273285,VINYAS CUARTERO CARMEN PILAR. (Apoderado); MAYER CLAUS-PETER. (Apoderado),adidasamazones@adidas.com,ZARAGOZA,Moda,Zapatillas casual para hombre,https://www.amazon.es/sp?seller=A3BT8U884TVGQQ,A28788909,"Avenida María Zambrano, 31, Edificio WTC Torre Este- 4ª planta, Zaragoza, Zaragoza, 50018, ES",,,pendiente,alejandro@libertyseller.com
NUTRICEL LIFESTYLE,Nutricel Lifestyle S.L.,86291.21,,+34675062950,,katya@nutricel.es,AVILA,Salud y cuidado personal,"Vitaminas, minerales y suplementos en medicamentos, remedios y suplementos dietéticos",https://www.amazon.es/sp?seller=A3CWJKHJN3NU11,B56689342,"Calle La Fuente, 25, El Hoyo de Pinares, AVILA, 05250, ES",,,pendiente,alejandro@libertyseller.com
BENDORFY,BENDORFY S.L.,84954.41,,+34655007264,sin cargos relevantes,info@bendorfy.com,VALENCIA,Electrónica,Móviles y smartphones libres,https://www.amazon.es/sp?seller=A3UH9TEAFPNOW3,ESB13725965,"Avenida Maestro García Navarro 22, Bajo, Chiva, Valencia, 46370, ES",,,pendiente,alejandro@libertyseller.com
NDL Pro-Health,Canra 2022 SL,83005.51,,+34664748745,PARDO CACERES PABLO. (Apoderado); RUIZ BAÑA EDUARDO. (Apoderado); SALGADO HERNANDEZ LUIS. (Secretario no consejero); NADAL HOMAR SEBASTIAN (Consejero); RODRIGUEZ NAVARRO SUSANA (Consejero); MARTOS MACKOW FERNANDO (Consejero); MATJI DE ARROQUIA JUAN (Consejero),marketplaces@ndlprohealth.com,MADRID,Salud y cuidado personal,"Aminoácidos en vitaminas, minerales y suplementos",https://www.amazon.es/sp?seller=A3NJQI7FJ5EVSG,B72904873,"Calle Arequipa 1, Madrid, Madrid, 28043, ES",,,pendiente,alejandro@libertyseller.com
Kärcher Official ES,KARCHER S.A.,80630.93,,+34630273278,TOULLAT MAELLE. (Consejero delegado); HEREZA MATEU LUIS. (Apoderado mancomunado); CHRISTY JEAN PAUL ANTOINE (Consejero); MARTINEZ GALI XAVIER. (Apoderado); PUJOLAS BRES MARIA .boe.esMERCEDES (Apoderado); 1-28PUJOLAS BRES MARIA MERCEDES (Apoderado mancomunado),anna.vela@karcher.com,GRANOLLERS,Jardín,Limpiadoras a presión para exterior,https://www.amazon.es/sp?seller=A3MF05M86RN048,A08749079,"Pol. Ind. Font Del Radium - Josep Trueta, 7, Barcelona, Granollers, 08403, ES",,,pendiente,alejandro@libertyseller.com
B2PHARMA,RM TRADING EXPRESS,78158.64,,+34620218058,MOTWANI JIVATRAM RAHUL (Administrador único),rmtradingexpress@gmail.com,ESPAÑA,Belleza,Cremas diurnas faciales,https://www.amazon.es/sp?seller=A1VYJCB4ER46B5,B01701309,"C/ ESTEBAN SALAZAR CHAPELA, Nº20, PORTON 5, LOCAL 103, Malaga, España, 29004, ES",,,pendiente,alejandro@libertyseller.com
Mr. Gardering,MG GARDERING & BRICO HOME SOCIEDAD LIMITADA,75082.4,,+34619105987,SANZ PEREZ JOSE JUAN (Apoderado mancomunado); SANZ CAMBRA ALFONSO. (Apoderado mancomunado); SANZ PEREZ ILDEFONSO (Administrador único),ventas@mistergardering.com,VALENCIA,Jardín,Pulverizadores de jardinería,https://www.amazon.es/sp?seller=A1HTFACQ7ZXRCU,B02853208,"C/ MOLINO 23, Eliana, Valencia, 46183, ES",,,pendiente,alejandro@libertyseller.com
NEXU,NEXUSELL SL,73869.75,,+34663821002,,anayapug@gmail.com,GUADALAJARA,Alimentación y Bebidas,Queso fresco envasado,https://www.amazon.es/sp?seller=AULDSJ9PCKQ5A,B75316232,"Calle Rafael Alberti 17B, Piso 3 Letra A, Azuqueca de Henares, Guadalajara, 19200, ES",,,pendiente,alejandro@libertyseller.com
laborawi,WALLY PICKERS TRADING S.L.,73711.94,,+34640690504,,laborawiES@gmail.com,GUADALAJARA,Alimentación y Bebidas,Harinas,https://www.amazon.es/sp?seller=A1N8J1AR91D6BK,B21954870,"Laguna Chica 13, 3A, Guadalajara, Guadalajara, 19005, ES",,,pendiente,alejandro@libertyseller.com
Smart Living 4Home,"Blay Imports, S.L.",72137.11,,+34690776793,BLAY MESTRE ANTONI. (Administrador único); BLAY MESTRE IGNASI. (Administrador único),blayimports@gmail.com,BARCELONA,Hogar y cocina,Alfombrillas de baño,https://www.amazon.es/sp?seller=A310019JNDE9YT,B13798475,"Av/ Mare de Deu de Montserrat, 3, Sant Pere de Ribes, Barcelona, 08810, ES",,,pendiente,alejandro@libertyseller.com
"MARCPRINT EUROPE, S.L.","MARCPRINT EUROPE, S.L.",68898.27,,+34633255794,,marcprinteuropesl@gmail.com,ESPAÑA,Oficina y papelería,Cajas de carton para envíos,https://www.amazon.es/sp?seller=A1C6DF7U2CFPCE,B19725555,"C/ 6 S/N - NAVE 25, PICASSENT / VALENCIA, ESPAÑA, 46220, ES",,,pendiente,alejandro@libertyseller.com
CompraSinMoverte,Compra Sin Moverte S.L.,66191.14,,+34645352920,GOMEZ CABELLO SALVADOR (Socio único),amazon@comprasinmoverte.com,ESPAÑA / MALAGA,Bricolaje y herramientas,Cortasetos para exterior,https://www.amazon.es/sp?seller=A26UU6OK679MEC,B56929409,"Calle Estornino N.10, Fuengirola, España / Malaga, 29640, ES",,,pendiente,alejandro@libertyseller.com
ADoceVoltios,EL CODO DE PISA S.L.,64757.15,,+34680993136,sin cargos relevantes,info@adocevoltios.com,MADRID,Iluminación,Luces de advertencia y emergencia para automóviles,https://www.amazon.es/sp?seller=A2K9C8DG5UXUYR,B75382028,"CEDROS, 2, FUENTE EL SAZ, MADRID, 28140, ES",,,pendiente,alejandro@libertyseller.com
PISCINAYPLAYA,"Marbueno, S.L.",62926.02,,+34617730082,BUENO SACIE REMEDIOS (Administrador único); ESTEBAN BUENO ABEL (Administrador único),clientes.amazon@piscinayplaya.com,ESPAÑA,Jardín,Piscinas desmontables,https://www.amazon.es/sp?seller=A2X3I57N91D0OJ,b98526221,"Calle Caiguda 1, Benaguasil, España, 46180, ES",,,pendiente,alejandro@libertyseller.com
NOLUXA GROUP,NOLUXA GROUP S.L.,62037.03,,+34616844651,,info@noluxa.com,VALENCIA,Bricolaje y herramientas,Juegos de grifería para bañera y ducha,https://www.amazon.es/sp?seller=A2L3X6J3P96U9,B55495261,"Calle Santa Genoveva Torres 17, Adosado 1, Valencia, Valencia, 46019, ES",,,pendiente,alejandro@libertyseller.com
nutrabetter,NUTRAHEALTH EUROPE S.L.,61381.96,,+34655326977,sin cargos relevantes,nutrahealtheurope@gmail.com,BARCELONA,Salud y cuidado personal,"Colágeno en medicamentos, remedios y suplementos dietéticos",https://www.amazon.es/sp?seller=A1UX29RK7IB6IF,B56555527,"Calle Tarragona 6, Casa, Alella De Mar, Barcelona, 08328, ES",,,pendiente,alejandro@libertyseller.com
BPS SHOP,MEJORINA S.L,60109.69,,+34658587952,ZHANG RONGRONG (Administrador único),dianaq1215@gmail.com,TOLEDO,Iluminación,Arena para gatos,https://www.amazon.es/sp?seller=A2GEBIOJ3JT0WW,B87292868,"Avenida de las Naciones 5, Illescas, Toledo, 45200, ES",,,pendiente,alejandro@libertyseller.com
Decodeko,"DECORARTE 2020 S,L",57786.16,,+34651024234,GAO ZHIYANG. (Administrador único); YU SHENHU. (Administrador único); ZHAN XU SHENGQUN. (Administrador mancomunado); GAO ZHIYANG (Administrador mancomunado); ZHIYANG GAO. (Administrador único),info.decodeko@gmail.com,ESPAÑA,Hogar y cocina,Juegos de sábanas y fundas de almohada,https://www.amazon.es/sp?seller=A1SFG7ORUC2X8K,B19739754,"CALLE VILLASANDINO 12, MADRID, ESPAÑA, 28011, ES",,,pendiente,alejandro@libertyseller.com
Holidaymakers,shopingmano sl,55576.68,,+34 688 00 11 70,QIU WEIYI (Socio único),shopingmano2019@gmail.com,ESPAÑA,Hogar y cocina,Mantas para bebés,https://www.amazon.es/sp?seller=A22AMROTNROLN9,B88327903,"Calle torneros 4, getafe, España, 28906, ES",,,pendiente,alejandro@libertyseller.com
enr-direct,"sheng bo import-export,s.l.",54394.6,,+34 603 12 39 62,WANG CHENHUA (Administrador único),enerwang1993@gmail.com,ESPAÑA,Bricolaje y herramientas,Protector solar para luna delantera,https://www.amazon.es/sp?seller=A35YOCZBLQIQKF,B86661600,"Av de las morcilleras 35, Valdemoro, MADRID, España, 28341, ES",,,pendiente,alejandro@libertyseller.com
holaled,holaled (innova asturias s.l),53760.1,,+34 625 62 51 36,YE JUNWEI (Administrador único),info@holaled.es,33199.0,Hogar y cocina,Ventiladores de techo,https://www.amazon.es/sp?seller=A3NPRWW6YZT904,b744444720,"Polígono Industrial las Vías 22, Meres, 33199, 33199, ES",,,pendiente,alejandro@libertyseller.com
JOYERÍA SOTOGRANDE,GALLARDO TRUJILLO S.L,51154.67,,+34654385850,GALLARDO TRUJILLO FERNANDO (Administrador único),proreloj@gmail.com,ESPAÑA,Moda,Relojes de pulsera para hombres,https://www.amazon.es/sp?seller=A2ES4CCICHRNG9,B72339617,"Calle poseidon, 72, Algeciras, España, 11207, ES",,,pendiente,alejandro@libertyseller.com
ECOMER FIT TECH,"ECOMERFIT TECH, S.L.",48706.31,,+34692319090,,ECOMERFIT@HOTMAIL.COM,MADRID,Deportes y aire libre,Mancuernas,https://www.amazon.es/sp?seller=A36VWAE8SHZK2I,B56460116,"Avenida de los Planetas 29, PLANTA 10, PUERTA B, PARLA, Madrid, 28983, ES",,,pendiente,alejandro@libertyseller.com
STORESBASIC,Naumoia S.L.,48060.83,,+34680729679,CAPDEVILA RIU MARC (Administrador); DE JOSE NUEZ MARCELO (Administrador solidario); NAVARRO VICHO CESAR (Administrador solidario); NAVARRO VICHO EVA OFELIA (Administrador solidario),storesbasic1@gmail.com,ESPAÑA,Hogar y cocina,Persianas enrollables y estores,https://www.amazon.es/sp?seller=A3OZLQJTIEP84O,B62907712,"C/ De les Joies, 15, Moia, España, 08180, ES",,,pendiente,alejandro@libertyseller.com
Shoes Makerrr,"ORO LING CALZADOS, S.L",47215.91,,+34600386149,JIN RU (Socio único),ventas@orolingshoes.com,ESPAÑA,Moda,Alpargatas para hombre,https://www.amazon.es/sp?seller=A248BYGPKJKVSH,B56549868,"CALLE VIEJA DE PINTO NUM 1, PLANTA 4 PUERTA C, MADRID, ESPAÑA, 28021, ES",,,pendiente,alejandro@libertyseller.com
Pro Heat España,CULOYI FBA ECOMMERCE SL,45975.3,,+34639216814,sin cargos relevantes,culoyifbaecommerce2@gmail.com,TOLEDO,Salud y cuidado personal,Golosinas,https://www.amazon.es/sp?seller=A3K7ZM5L8UCUZ4,B72589476,"Calle Beethoven, 77, Ontígola, Toledo, 45340, ES",,,pendiente,alejandro@libertyseller.com
Cosmetics MySalon S.A.,Cosmetics MySalon S.A.,45329.17,,+34661345846,MARTINEZ RIBES RAMON (Apoderado solidario); RIBES TEIRA ANA MARIA (Apoderado solidario); MARTINEZ VICARIO VICTORIANO (Administrador solidario); MARTINEZ RIBES RAUL (Representante Art.143 del reglamento del registro mercantil); RIBES NAVARRO ORIOL (Administrador solidario); FERPE SL (Administrador único),raul@salerm.com,BARCELONA,Belleza,Champús,https://www.amazon.es/sp?seller=A3QVTRQAT8BERW,A65619959,"Av. Del Vallés 32, Pol. Ind. Cantallops, Lliçà de Vall, Barcelona, 08185, ES",,,pendiente,alejandro@libertyseller.com
Distribuciones MS,ALEJANDRO BEAMONTE ARANGO,45122.43,,+34622332989,,boxeo32x@hotmail.com,MADRID,Alimentación y Bebidas,Limpieza personal,https://www.amazon.es/sp?seller=AUGJMSVCQ6V0K,,,,,pendiente,alejandro@libertyseller.com
ELITEXTRAINING,ELITEX ECOMMERCE SOCIEDAD LIMITADA,43806.43,,+34623377958,CONDE SANTAMARIA GERMAN (Socio único),soporte@elitextraining.es,CADIZ,Deportes y aire libre,Mochilas de marcha,https://www.amazon.es/sp?seller=ASDZELEZ1KQKW,ESB09895806,"Teodosio 12, Chiclana de la frontera, Cadiz, 11139, ES",,,pendiente,alejandro@libertyseller.com
PrimeBotica,Primebotica S.L,43380.45,,+34637595707,,primebotica@gmail.com,CIUDAD REAL,Salud y cuidado personal,"Ropa interior y de protección en medicamentos, remedios y suplementos dietéticos",https://www.amazon.es/sp?seller=A2ZDO5X0PKH4XH,B75835405,"Calle Veracruz 22, Valdepeñas, Ciudad Real, 13300, ES",,,pendiente,alejandro@libertyseller.com
Cerrefit,DISTRINUTRITION SL,42666.72,,+34672455170,ALEJANDRO CERREJON TORRANO (Administrador único),cerrefit@gmail.com,MURCIA,Salud y cuidado personal,"Aminoácidos en vitaminas, minerales y suplementos",https://www.amazon.es/sp?seller=A3EXDHT3YX3UA5,B67918615,"Avenida Patricio Valverde Espín n2, Molino Alfatego, Murcia, 30007, ES",,,pendiente,alejandro@libertyseller.com
Inex Europa,INEXTEC INTERNACIONAL TRADING SL,41731.38,,+34674042717,BALCAZAR LORENTE FRANCISCO (Administrador único),ventas@inexeuropa.com,BARCELONA,Bricolaje y herramientas,Juegos de grifería para bañera y ducha,https://www.amazon.es/sp?seller=A34TJOCHJT0GIV,B67329805,"Rambla Marquesa de Castellbell 30 Primero /primera, Sant Feliu de Llobregat, Barcelona, 08980, ES",,,pendiente,alejandro@libertyseller.com
Flopp Proclean,"Flopp Proclean, S.L.",41318.58,,+34692901259,,joan@floppeco.com,MADRID,Salud y cuidado personal,Cápsulas y pastillas de detergente para textiles,https://www.amazon.es/sp?seller=A2C2EU5Q0MKUNY,B56180391,"Calle Velazquez 126, 2C, Madrid, Madrid, 28006, ES",,,pendiente,alejandro@libertyseller.com
BABY & HOME,comercial xinquiao wu sl,41169.39,,+34646487986,XINQIAO WU (Administrador único),xinqiao0506@icloud.com,MURCIA,Bebé,Mantas para bebés,https://www.amazon.es/sp?seller=AGIXIZ5PMI2W1,B73985798,"calle jeronimo santa fe n 31 decor hogar, lorca, murcia, 30800, ES",,,pendiente,alejandro@libertyseller.com
Your Marketplace Hub,"Luma Global 2001, S.L.",40370.5,,+34 667 35 32 49,COLIN MARTIN RICKY (Administrador único),ricky@lumaglobal.net,LA CORUÑA,Juguetes y juegos,Hardware y juegos para PlayStation 5,https://www.amazon.es/sp?seller=AZG6L1RKKK2KE,B70558580,"Calle Viñas Da Babilonia 36, 1F Oleiros, Porto de Santa Cruz, La Coruña, 15179, ES",,,pendiente,alejandro@libertyseller.com
Funtocome,"FUNTOCOME, SL",39842.83,,+34688704216,TORTOSA ABAD LORENA. (Apoderado); CARRILLO MEDINA BRUNO (Administrador único),marketplaces@impulsivos.es,ALICANTE ESPAÑA,Hogar y cocina,Disfraces para Niños,https://www.amazon.es/sp?seller=A2C96J9DZIQLUP,B42684944,"C/ La Mola, 27 - P.I. Fondonet, Novelda, Alicante España, 03660, ES",,,pendiente,alejandro@libertyseller.com
DROCODO,Odyseo Global Trade SL,39652.84,,+34634549977,,odyseoglobal@gmail.com,ESPAÑA,Electrónica,Regletas,https://www.amazon.es/sp?seller=A1TEU7E7RCTNHC,B25999079,"Calle Asturias 1, otro, La Zubia, España, 18140, ES",,,pendiente,alejandro@libertyseller.com
MASMAS,"FUREIN IMPORT EXPORT, S.L.",39298.96,,+34 658 03 20 89,LIN YANPING (Administrador solidario); LIU YAN XIAO (Administrador solidario),fureines@gmail.com,MADRID,Hogar y cocina,Protector solar para luna delantera,https://www.amazon.es/sp?seller=A9KMSK1LQVJJN,B87912424,"Calle Villablino 27, local 5, Fuenlabrada, Madrid, 28947, ES",,,pendiente,alejandro@libertyseller.com
deCasaTextil,DESLAN INTERNACIONAL SL,39088.87,,+34652326167,sin cargos relevantes,decasatextil@gmail.com,ESPAÑA,Hogar y cocina,Juegos de toallas,https://www.amazon.es/sp?seller=A2CAV0Z0EOVQ5,B72764178,"CALLE HERREROS 12, Ciudad Rodrigo, España, 37500, ES",,,pendiente,alejandro@libertyseller.com
GAME SHOES,SHOPITECA SL,38966.84,,+34605443497,CERVERA GIRALT JORDI (Administrador único),jordi@shopiteca.com,BARCELONA,Moda,Sandalias de vestir para mujer,https://www.amazon.es/sp?seller=A2CGNE0T4N5NOA,B65638348,"CL LA PARELLADA NUM. 24, VILAFRANCA DEL PENEDES, Barcelona, 08720, ES",,,pendiente,alejandro@libertyseller.com
Procell Sport,Professional Labs Nutrition S.L,38587.85,,+34687173234,HERNANDEZ VEIGAS OSCAR (Administrador solidario); RODRIGUEZ BATLLE MARC (Administrador solidario); GORDILLO ROMERO JOSE MARIA (Administrador único),marketing@procell.es,BARCELONA,Salud y cuidado personal,Proteínas de suero de leche en suplementos de proteínas,https://www.amazon.es/sp?seller=AHADRHUDFMW9L,ESB66817156,"Carrer Joan Peiró i Belis, Local Professional Labs Nutrition S.L, Vilassar de Dalt, Barcelona, 08339, ES",,,pendiente,alejandro@libertyseller.com
Midekorstore,"SAI MI DEKOR, S,L",38209.71,,+34645983029,,midekorstore@gmail.com,VALENCIA,Hogar y cocina,Ventiladores de techo,https://www.amazon.es/sp?seller=A16AHP1Y7YGJ95,B72801392,"Dels Ports, 15 bloque bajo, Manises, Valencia, 46940, ES",,,pendiente,alejandro@libertyseller.com
Global Euro Compras,JM HUB S.L,37894.94,,+34690878710,,rogerfabrav1@hotmail.com,BARCELONA,Belleza,Juegos para PlayStation 5,https://www.amazon.es/sp?seller=A1EUWAK9BQF4CL,B22679203,"Ronda Zamenhof 90, Planta 4, Puerta 1, Sabadell, Barcelona, 08208, ES",,,pendiente,alejandro@libertyseller.com
Munddy,XIUJUAN DONG SL,37759.61,,+34 638 00 35 23,LIU ZHANGLONG (Administrador solidario); DONG XIUJUAN (Administrador solidario),liuzhanglong@hotmail.com,MADIRD,Iluminación,Iluminación de techo de interior,https://www.amazon.es/sp?seller=A12WG0U0KS0GI3,ES B85663391,"ANTONIO PRIETO 99 4B, MADRID, MADIRD, 28026, ES",,,pendiente,alejandro@libertyseller.com
Almacenes Rubio jug. Recibelo en 24h con Urgente,Almacenes Rubio Juguetes S.L,37522.63,,+34661315489,RUBIO DOMENECH MARIA ISABEL (Administrador solidario); RUBIO DOMENECH FRANCISCO JAVIER (Administrador solidario),soporte@almacenesrubio.es,TOLEDO,Juguetes y juegos,Sets de construcción,https://www.amazon.es/sp?seller=A33DWH4GTZCQFK,b45436425,"calle san fernando,, 25 2ºJ, Quintanar de la Orden, Toledo, 45800, ES",,,pendiente,alejandro@libertyseller.com
SRG SHOP,SRG SHOPING SL,37186.51,,+34688146072,,srgshoping1@gmail.com,CATALUÑA,Iluminación,Láseres de línea,https://www.amazon.es/sp?seller=A2SHI3JXH7GCVM,B22673313,"CL BETICA NUM.11 P.3 PTA.D, BARCELONA, BARCELONA, 08214, ES",,,pendiente,alejandro@libertyseller.com
Caja Cartón Embalaje Online,Sur-Innopack S.L.,37057.35,,+34655355353,FERNANDEZ ROLANDO FRANCISCO (Administrador solidario); FERNANDEZ PORRAS ALVARO FRANCISCO (Administrador solidario),amazon@cajacartonembalaje.com,MÁLAGA,Oficina y papelería,Tratamientos para sala acústica,https://www.amazon.es/sp?seller=A2JOHLN20PTFCX,ESB93548576,"Calle Guernica 18, Málaga, Málaga, 29004, ES",,,pendiente,alejandro@libertyseller.com
MADALO ES,RICO RICO ENTERPRISE S.L.U.,36464.43,,+34 605 0145 99,RICO RICO DANIEL (Administrador único),jdcustombar@live.com,TOLEDO,Alimentación y Bebidas,Espesantes,https://www.amazon.es/sp?seller=ARQF96BCQBZO8,ESB67866723,"Calle Baloncesto 1, Fuensalida, Toledo, 45510, ES",,,pendiente,alejandro@libertyseller.com
Nenel,BORDA Y MAS COMPLEMENTOS INFANTILES SL,35520.61,,+34630221314,COSTAS GARCIA MANUEL (Apoderado); ALONSO IGLESIAS MARIA DEL PILAR (Administrador único),info@nenel.es,PONTEVEDRA,Bebé,Velas para bautizo,https://www.amazon.es/sp?seller=A3DFTU3F1ABEU7,B27773530,"CAMIÑO CARAMUXO 57, VIGO, PONTEVEDRA, 36213, ES",,,pendiente,alejandro@libertyseller.com
All Home Basics,Gran Roque Importaciones S.L.,34863.22,,+34622185148,PEREZ INSAUSTI JOSE LUIS (Administrador único),jlpi24@yahoo.es,COLMENAR VIEJO,Informática,Monitores,https://www.amazon.es/sp?seller=AEMYRLT0ZT4KT,B16785206,"AVDA PRADO BASTERO 4, PISO 2º, APARTAMENTO C, Madrid, Colmenar Viejo, 28770, ES",,,pendiente,alejandro@libertyseller.com
La Bodega de Santa Marina,Representaciones Barrero SL,34382.87,,+34682722021,BARRERO LIVIANO JUAN JACINTO (Administrador único); JAVIER BARRERO ROMERO (Administrador solidario); JUAN ANTONIO BARRERO ROMERO (Administrador solidario); BARRERO ROMERO JUAN ANTONIO (Apoderado); BARRERO ROMERO JAVIER (Apoderado),admon@rbarrero.com,ESPAÑA,Alimentación y Bebidas,Vinos tintos,https://www.amazon.es/sp?seller=A1QFY4R7N6FSSU,B06192033,"Calle Nevero Trece 4-6, POLIGONO INDUSTRIAL EL NEVERO, Badajoz, España, 06006, ES",,,pendiente,alejandro@libertyseller.com
GALPAT BABY,"GRUPO GALPAT, S.L.",33724.84,,+34644297619,,pvolga26@gmail.com,ALICANTE,Bebé,Andadores,https://www.amazon.es/sp?seller=A3APM284TEXDPR,B75551275,"CALLE MAR JONICO, NUM 4 Pta. 27, SAN FULGENCIO, ALICANTE, 03177, ES",,,pendiente,alejandro@libertyseller.com
Campoluz,BODEGA CAMPOLUZ S.L.,33391.88,,+34 661 30 52 45,ALEDO COY FRANCISCO JOSE (Administrador solidario); ALEDO PAGAN FRANCISCO (Administrador único); COY MARTINEZ ENCARNACION (Administrador solidario),campoluzenoteca.mk@gmail.com,ALICANTE,Alimentación y Bebidas,Whisky,https://www.amazon.es/sp?seller=A7YQWQ0ET41CY,B53375358,"calle alicante, 37 bajo, Elche, Alicante, 03202, ES",,,pendiente,alejandro@libertyseller.com
